timestamp,temp_c,humidity_pct,co2_ppm,ph,ec_ms_cm,biomass_g,water_consumption_l,power_consumption_w
2026-01-13T18:00:00,21.47,70.3,796,5.86,1.89,1.0234,0.0838,40.0
2026-01-13T19:00:00,22.21,71.9,824,5.77,1.76,0.7734,0.0887,40.34
2026-01-13T20:00:00,21.73,69.6,828,6.06,1.73,0.952,0.0841,41.34
2026-01-13T21:00:00,22.04,72.1,872,5.82,1.73,1.0466,0.0883,42.93
2026-01-13T22:00:00,22.8,72.2,863,5.96,1.86,0.8414,0.0914,45.0
2026-01-13T23:00:00,22.83,73.7,970,6.19,1.8,0.8592,0.0935,47.41
2026-01-14T00:00:00,23.84,74.5,1025,5.9,1.87,1.0318,0.0986,50.0
2026-01-14T01:00:00,23.97,77.4,1038,5.89,1.83,0.9794,0.1031,52.59
2026-01-14T02:00:00,24.6,77.9,1083,5.96,1.88,0.9618,0.1064,55.0
2026-01-14T03:00:00,26.21,79.5,1163,6.15,1.85,0.9951,0.1157,57.07
2026-01-14T04:00:00,25.58,78.0,1180,6.01,1.72,0.6906,0.1109,58.66
2026-01-14T05:00:00,26.55,79.9,1236,6.1,1.79,1.1008,0.1178,59.66
2026-01-14T06:00:00,26.16,81.0,1177,5.99,1.85,0.9863,0.1177,60.0
2026-01-14T07:00:00,25.59,80.0,1187,5.96,1.85,1.0162,0.1137,59.66
2026-01-14T08:00:00,25.87,77.7,1156,5.96,1.77,0.8965,0.1117,58.66
2026-01-14T09:00:00,25.23,79.6,1160,6.0,1.77,1.083,0.1115,57.07
2026-01-14T10:00:00,25.05,77.6,1128,6.05,1.81,0.8938,0.108,55.0
2026-01-14T11:00:00,25.59,75.9,1036,5.82,1.86,0.9597,0.1079,52.59
2026-01-14T12:00:00,22.81,73.2,998,5.99,1.77,1.0364,0.0927,50.0
2026-01-14T13:00:00,23.83,73.5,954,6.1,1.82,0.7908,0.0973,47.41
2026-01-14T14:00:00,22.97,74.1,897,6.12,1.82,0.97,0.0945,45.0
2026-01-14T15:00:00,22.8,72.0,851,5.97,1.83,0.9777,0.0912,42.93
2026-01-14T16:00:00,22.21,70.3,836,6.2,1.7,0.8466,0.0867,41.34
2026-01-14T17:00:00,21.79,71.5,808,6.08,1.74,0.9779,0.0866,40.34
2026-01-14T18:00:00,21.46,70.2,781,6.02,1.88,1.0107,0.0837,40.0
2026-01-14T19:00:00,22.03,69.3,790,6.17,1.82,1.0285,0.0848,40.34
2026-01-14T20:00:00,21.68,69.2,830,6.05,1.75,0.9849,0.0834,41.34
2026-01-14T21:00:00,22.13,71.1,850,6.07,1.77,1.033,0.0874,42.93
2026-01-14T22:00:00,21.98,72.6,953,6.01,1.81,1.1706,0.0887,45.0
2026-01-14T23:00:00,22.48,75.1,977,5.97,1.79,0.9348,0.0938,47.41
2026-01-15T00:00:00,23.05,76.3,1008,6.07,1.88,0.8994,0.0977,50.0
2026-01-15T01:00:00,24.25,76.7,1059,6.01,1.81,0.8214,0.1033,52.59
2026-01-15T02:00:00,24.88,77.2,1091,6.05,1.8,1.0863,0.1067,55.0
2026-01-15T03:00:00,25.91,79.2,1140,6.04,1.85,0.9488,0.114,57.07
2026-01-15T04:00:00,26.04,78.0,1186,5.9,1.76,1.0035,0.1128,58.66
2026-01-15T05:00:00,25.64,80.9,1234,5.99,1.82,0.8804,0.1152,59.66
2026-01-15T06:00:00,25.92,78.5,1184,6.06,1.72,1.0818,0.1131,60.0
2026-01-15T07:00:00,25.23,80.6,1188,6.04,1.82,1.016,0.1129,59.66
2026-01-15T08:00:00,25.37,79.3,1166,6.13,1.8,1.0056,0.1118,58.66
2026-01-15T09:00:00,25.56,79.7,1093,6.05,1.82,1.034,0.1132,57.07
2026-01-15T10:00:00,25.1,77.8,1115,5.92,1.85,1.0272,0.1085,55.0
2026-01-15T11:00:00,23.89,76.5,1076,6.15,1.8,1.0866,0.1015,52.59
2026-01-15T12:00:00,24.23,74.1,1009,5.82,1.8,1.0298,0.0997,50.0
2026-01-15T13:00:00,23.31,75.2,934,6.04,1.81,1.0024,0.0974,47.41
2026-01-15T14:00:00,22.95,73.3,916,5.98,1.78,0.9306,0.0935,45.0
2026-01-15T15:00:00,21.91,71.9,840,5.94,1.83,0.9805,0.0876,42.93
2026-01-15T16:00:00,22.34,71.9,784,5.88,1.77,0.985,0.0892,41.34
2026-01-15T17:00:00,22.17,69.3,804,5.99,1.83,1.0033,0.0854,40.34
2026-01-15T18:00:00,21.09,69.9,799,6.04,1.83,1.2683,0.0818,40.0
2026-01-15T19:00:00,21.85,69.7,800,5.88,1.82,1.0114,0.0846,40.34
2026-01-15T20:00:00,21.32,70.0,828,6.12,1.79,1.1324,0.0829,41.34
2026-01-15T21:00:00,22.74,71.5,865,5.94,1.76,1.0341,0.0903,42.93
2026-01-15T22:00:00,23.16,72.9,909,6.17,1.81,0.9522,0.0938,45.0
2026-01-15T23:00:00,23.22,74.1,980,6.07,1.81,1.1259,0.0956,47.41
2026-01-16T00:00:00,24.07,74.7,1017,5.8,1.76,1.0828,0.0999,50.0
2026-01-16T01:00:00,24.22,76.4,1099,5.93,1.79,1.0895,0.1028,52.59
2026-01-16T02:00:00,24.9,76.2,1094,5.92,1.85,1.1133,0.1054,55.0
2026-01-16T03:00:00,25.29,79.3,1097,5.95,1.8,1.2344,0.1114,57.07
2026-01-16T04:00:00,25.36,78.0,1179,5.96,1.92,0.9852,0.1099,58.66
2026-01-16T05:00:00,25.5,80.9,1200,5.94,1.91,0.9329,0.1147,59.66
2026-01-16T06:00:00,25.72,80.2,1197,6.01,1.83,0.9668,0.1147,60.0
2026-01-16T07:00:00,26.08,78.8,1220,6.06,1.8,1.2266,0.1142,59.66
2026-01-16T08:00:00,25.88,79.5,1160,5.93,1.83,1.388,0.1142,58.66
2026-01-16T09:00:00,25.88,78.8,1135,6.02,1.8,1.145,0.1133,57.07
2026-01-16T10:00:00,25.9,77.5,1121,6.07,1.87,1.0061,0.1115,55.0
2026-01-16T11:00:00,24.42,77.0,1062,5.91,1.86,1.0007,0.1045,52.59
2026-01-16T12:00:00,23.33,74.2,988,5.91,1.83,1.0506,0.0962,50.0
2026-01-16T13:00:00,24.14,73.5,963,6.18,1.81,1.2065,0.0986,47.41
2026-01-16T14:00:00,23.61,71.2,900,5.97,1.91,1.1648,0.0934,45.0
2026-01-16T15:00:00,22.05,69.7,865,6.02,1.74,1.0321,0.0854,42.93
2026-01-16T16:00:00,22.81,73.4,823,6.05,1.8,1.07,0.0931,41.34
2026-01-16T17:00:00,21.51,70.3,757,5.86,1.85,1.0759,0.0841,40.34
2026-01-16T18:00:00,22.57,68.7,843,5.97,1.8,1.0701,0.0861,40.0
2026-01-16T19:00:00,22.7,69.8,813,6.15,1.73,0.9108,0.0881,40.34
2026-01-16T20:00:00,22.05,72.6,792,5.95,1.78,1.0593,0.0889,41.34
2026-01-16T21:00:00,22.99,73.1,860,6.04,1.84,0.8777,0.0934,42.93
2026-01-16T22:00:00,22.94,72.7,894,6.07,1.81,1.1122,0.0927,45.0
2026-01-16T23:00:00,23.05,73.7,953,6.16,1.82,0.9343,0.0944,47.41
2026-01-17T00:00:00,24.15,73.7,1008,5.99,1.79,0.9851,0.0988,50.0
2026-01-17T01:00:00,24.58,75.9,1018,5.96,1.74,0.9053,0.1037,52.59
2026-01-17T02:00:00,25.23,77.1,1098,5.97,1.74,0.9949,0.108,55.0
2026-01-17T03:00:00,25.0,79.7,1122,6.01,1.76,1.0259,0.1107,57.07
2026-01-17T04:00:00,26.02,79.7,1171,5.94,1.77,1.024,0.1152,58.66
2026-01-17T05:00:00,25.82,80.0,1167,6.03,1.85,0.9345,0.1148,59.66
2026-01-17T06:00:00,26.48,80.7,1190,5.95,1.87,1.1819,0.1187,60.0
2026-01-17T07:00:00,25.99,78.5,1198,6.13,1.87,1.089,0.1134,59.66
2026-01-17T08:00:00,26.27,78.3,1198,6.04,1.79,1.122,0.1143,58.66
2026-01-17T09:00:00,24.73,80.1,1134,6.04,1.79,1.1672,0.1101,57.07
2026-01-17T10:00:00,25.36,75.8,1102,6.15,1.81,1.0101,0.1069,55.0
2026-01-17T11:00:00,23.62,77.5,1054,5.9,1.79,1.2676,0.1017,52.59
2026-01-17T12:00:00,23.49,75.7,1011,6.12,1.81,1.2613,0.0988,50.0
2026-01-17T13:00:00,23.76,74.3,912,5.97,1.84,1.1461,0.0981,47.41
2026-01-17T14:00:00,22.54,71.5,909,5.97,1.84,1.1754,0.0896,45.0
2026-01-17T15:00:00,23.13,70.9,867,5.92,1.85,1.0625,0.0911,42.93
2026-01-17T16:00:00,22.46,70.6,845,5.99,1.85,1.1517,0.0881,41.34
2026-01-17T17:00:00,21.92,70.5,797,5.94,1.79,1.1887,0.0858,40.34
2026-01-17T18:00:00,21.53,70.2,764,6.12,1.75,1.2746,0.084,40.0
2026-01-17T19:00:00,22.43,71.1,792,5.87,1.84,0.9437,0.0886,40.34
2026-01-17T20:00:00,22.47,69.8,816,6.06,1.88,1.0683,0.0872,41.34
2026-01-17T21:00:00,22.9,71.1,843,5.97,1.72,0.9675,0.0905,42.93
2026-01-17T22:00:00,23.32,71.7,898,6.17,1.87,1.1929,0.0929,45.0
2026-01-17T23:00:00,23.05,72.8,923,5.94,1.87,1.0544,0.0932,47.41
2026-01-18T00:00:00,24.96,73.3,968,5.96,1.74,1.2175,0.1016,50.0
2026-01-18T01:00:00,24.05,74.8,1045,6.12,1.73,1.0976,0.1,52.59
2026-01-18T02:00:00,24.44,78.7,1092,6.03,1.82,1.1901,0.1069,55.0
2026-01-18T03:00:00,25.31,79.4,1149,5.96,1.83,0.9825,0.1116,57.07
2026-01-18T04:00:00,26.81,80.9,1136,6.0,1.79,1.0746,0.1205,58.66
2026-01-18T05:00:00,25.8,78.8,1214,6.24,1.82,1.2683,0.113,59.66
2026-01-18T06:00:00,24.93,80.4,1213,6.12,1.82,1.278,0.1113,60.0
2026-01-18T07:00:00,25.8,79.9,1188,5.92,1.81,1.158,0.1146,59.66
2026-01-18T08:00:00,26.76,78.9,1190,5.87,1.76,1.1274,0.1173,58.66
2026-01-18T09:00:00,24.75,76.9,1110,5.97,1.86,1.0965,0.1058,57.07
2026-01-18T10:00:00,25.05,78.1,1139,5.93,1.78,1.1347,0.1086,55.0
2026-01-18T11:00:00,24.47,74.5,1039,6.11,1.84,1.0852,0.1013,52.59
2026-01-18T12:00:00,24.48,75.2,994,6.1,1.87,1.0877,0.1023,50.0
2026-01-18T13:00:00,22.76,73.1,939,6.01,1.83,1.2131,0.0924,47.41
2026-01-18T14:00:00,22.6,72.2,929,6.11,1.81,0.8046,0.0906,45.0
2026-01-18T15:00:00,23.2,71.1,882,5.94,1.82,1.1108,0.0917,42.93
2026-01-18T16:00:00,21.89,70.7,810,6.04,1.78,1.1088,0.0859,41.34
2026-01-18T17:00:00,22.13,71.1,829,6.03,1.79,1.0741,0.0874,40.34
2026-01-18T18:00:00,21.33,69.1,776,6.1,1.84,1.2113,0.0819,40.0
2026-01-18T19:00:00,22.09,68.6,845,5.97,1.82,1.0971,0.0843,40.34
2026-01-18T20:00:00,23.43,70.3,820,5.89,1.73,1.0228,0.0915,41.34
2026-01-18T21:00:00,22.01,72.2,854,6.05,1.74,1.2486,0.0882,42.93
2026-01-18T22:00:00,23.6,73.4,886,6.06,1.78,1.2233,0.0962,45.0
2026-01-18T23:00:00,23.68,73.4,938,6.09,1.82,1.2394,0.0966,47.41
2026-01-19T00:00:00,24.29,73.5,1004,5.95,1.83,1.128,0.0992,50.0
2026-01-19T01:00:00,24.36,77.3,1030,6.12,1.78,1.1311,0.1047,52.59
2026-01-19T02:00:00,24.87,78.5,1108,5.99,1.74,1.1396,0.1084,55.0
2026-01-19T03:00:00,25.09,78.7,1127,5.89,1.77,1.1915,0.1096,57.07
2026-01-19T04:00:00,26.24,77.4,1146,6.02,1.82,1.103,0.1128,58.66
2026-01-19T05:00:00,25.85,79.7,1205,6.07,1.84,1.372,0.1145,59.66
2026-01-19T06:00:00,25.43,79.9,1175,5.96,1.78,1.1435,0.1129,60.0
2026-01-19T07:00:00,25.96,79.7,1188,6.1,1.83,1.1877,0.1149,59.66
2026-01-19T08:00:00,25.59,79.8,1199,5.87,1.82,1.2691,0.1134,58.66
2026-01-19T09:00:00,25.04,79.9,1142,6.03,1.81,1.0835,0.1111,57.07
2026-01-19T10:00:00,24.74,78.9,1099,5.97,1.68,1.1964,0.1084,55.0
2026-01-19T11:00:00,24.29,76.4,1022,6.22,1.78,1.3799,0.103,52.59
2026-01-19T12:00:00,25.31,74.4,963,6.15,1.91,1.3471,0.1046,50.0
2026-01-19T13:00:00,22.93,73.0,941,6.04,1.65,1.1379,0.0929,47.41
2026-01-19T14:00:00,22.2,73.6,878,5.94,1.81,0.9426,0.0907,45.0
2026-01-19T15:00:00,23.3,71.0,875,5.93,1.81,1.3155,0.0919,42.93
2026-01-19T16:00:00,22.13,70.6,842,6.22,1.76,1.1709,0.0868,41.34
2026-01-19T17:00:00,21.51,68.7,803,6.04,1.83,1.1846,0.0821,40.34
2026-01-19T18:00:00,22.98,69.6,811,6.1,1.75,1.3898,0.0889,40.0
2026-01-19T19:00:00,21.21,71.5,842,6.1,1.79,1.2613,0.0843,40.34
2026-01-19T20:00:00,23.02,70.0,836,5.9,1.77,1.2247,0.0895,41.34
2026-01-19T21:00:00,22.72,71.6,870,6.02,1.83,1.2585,0.0904,42.93
2026-01-19T22:00:00,22.91,73.4,923,6.08,1.84,1.3169,0.0933,45.0
2026-01-19T23:00:00,23.51,72.8,935,5.71,1.88,1.2426,0.0951,47.41
2026-01-20T00:00:00,24.62,75.0,980,6.1,1.85,1.177,0.1026,50.0
2026-01-20T01:00:00,23.77,75.9,1041,6.19,1.78,1.2764,0.1003,52.59
2026-01-20T02:00:00,24.67,78.4,1105,6.2,1.74,1.0448,0.1075,55.0
2026-01-20T03:00:00,25.92,78.1,1122,6.03,1.9,1.4331,0.1125,57.07
2026-01-20T04:00:00,26.4,77.6,1157,5.96,1.77,1.2557,0.1138,58.66
2026-01-20T05:00:00,26.45,83.5,1186,6.11,1.82,1.2971,0.1227,59.66
2026-01-20T06:00:00,25.93,80.5,1187,6.03,1.73,1.0997,0.116,60.0
2026-01-20T07:00:00,26.37,80.2,1208,6.09,1.83,1.1905,0.1174,59.66
2026-01-20T08:00:00,26.61,78.7,1160,5.97,1.8,1.3954,0.1163,58.66
2026-01-20T09:00:00,24.55,78.4,1145,5.77,1.83,1.1264,0.107,57.07
2026-01-20T10:00:00,24.89,78.6,1102,5.87,1.82,1.4492,0.1087,55.0
2026-01-20T11:00:00,24.56,77.0,1057,5.94,1.9,1.2002,0.105,52.59
2026-01-20T12:00:00,23.87,77.5,1025,5.94,1.72,1.2724,0.1028,50.0
2026-01-20T13:00:00,22.61,73.1,955,6.04,1.76,1.3256,0.0918,47.41
2026-01-20T14:00:00,22.19,70.7,904,6.01,1.84,1.3428,0.0871,45.0
2026-01-20T15:00:00,22.51,72.8,855,5.92,1.84,1.2495,0.0911,42.93
2026-01-20T16:00:00,22.44,70.8,835,5.94,1.85,1.3688,0.0883,41.34
2026-01-20T17:00:00,22.18,71.2,816,5.89,1.76,1.2638,0.0877,40.34
2026-01-20T18:00:00,22.4,71.9,809,6.04,1.72,1.2451,0.0894,40.0
2026-01-20T19:00:00,22.16,70.0,805,6.21,1.81,1.2837,0.0862,40.34
2026-01-20T20:00:00,22.56,72.1,817,5.92,1.74,1.2504,0.0904,41.34
2026-01-20T21:00:00,22.88,70.2,856,6.03,1.83,1.3163,0.0892,42.93
2026-01-20T22:00:00,22.92,72.2,919,6.12,1.75,1.3266,0.0919,45.0
2026-01-20T23:00:00,24.06,74.2,931,6.09,1.8,1.3548,0.0991,47.41
2026-01-21T00:00:00,23.76,75.2,1021,6.04,1.82,1.3974,0.0993,50.0
2026-01-21T01:00:00,25.07,76.5,1060,6.23,1.77,1.4021,0.1065,52.59
2026-01-21T02:00:00,24.82,78.3,1115,5.9,1.76,1.2604,0.108,55.0
2026-01-21T03:00:00,24.52,79.6,1099,5.87,1.84,1.2366,0.1084,57.07
2026-01-21T04:00:00,24.75,78.7,1171,5.97,1.86,1.2996,0.1082,58.66
2026-01-21T05:00:00,26.72,80.4,1194,6.04,1.8,1.2797,0.1193,59.66
2026-01-21T06:00:00,27.29,80.3,1207,5.94,1.83,1.4127,0.1218,60.0
2026-01-21T07:00:00,25.21,77.4,1188,6.13,1.74,1.3725,0.1084,59.66
2026-01-21T08:00:00,25.51,79.6,1174,5.88,1.81,1.2823,0.1129,58.66
2026-01-21T09:00:00,25.78,79.9,1140,6.02,1.69,1.0873,0.1144,57.07
2026-01-21T10:00:00,24.79,78.2,1127,5.94,1.79,1.3514,0.1077,55.0
2026-01-21T11:00:00,24.17,76.9,1008,6.02,1.7,1.4397,0.1033,52.59
2026-01-21T12:00:00,23.55,73.0,997,6.1,1.76,1.2989,0.0956,50.0
2026-01-21T13:00:00,24.6,74.4,968,5.99,1.82,1.3511,0.1017,47.41
2026-01-21T14:00:00,22.0,71.6,902,5.94,1.93,1.4735,0.0875,45.0
2026-01-21T15:00:00,23.35,72.2,838,5.96,1.86,1.3429,0.0936,42.93
2026-01-21T16:00:00,23.12,70.8,824,6.08,1.83,1.3222,0.0909,41.34
2026-01-21T17:00:00,22.85,69.2,816,5.89,1.89,1.2359,0.0878,40.34
2026-01-21T18:00:00,22.53,71.8,783,5.99,1.7,1.4047,0.0899,40.0
2026-01-21T19:00:00,21.61,71.1,813,6.05,1.74,1.4716,0.0853,40.34
2026-01-21T20:00:00,22.88,69.9,815,5.92,1.77,1.3627,0.0889,41.34
2026-01-21T21:00:00,22.14,71.1,837,6.08,1.89,1.3494,0.0875,42.93
2026-01-21T22:00:00,23.8,71.7,902,5.94,1.72,1.3368,0.0948,45.0
2026-01-21T23:00:00,24.15,74.4,961,6.17,1.8,1.4144,0.0998,47.41
2026-01-22T00:00:00,24.05,74.5,1024,6.12,1.86,1.455,0.0996,50.0
2026-01-22T01:00:00,24.09,76.5,1019,6.0,1.79,1.3929,0.1024,52.59
2026-01-22T02:00:00,24.91,79.8,1126,6.2,1.86,1.4289,0.1105,55.0
2026-01-22T03:00:00,24.94,78.7,1186,6.01,1.8,1.4883,0.1091,57.07
2026-01-22T04:00:00,26.36,77.4,1188,5.97,1.82,1.3771,0.1133,58.66
2026-01-22T05:00:00,26.45,79.4,1190,6.3,1.9,1.3665,0.1167,59.66
2026-01-22T06:00:00,26.71,78.5,1202,6.14,1.89,1.3611,0.1165,60.0
2026-01-22T07:00:00,25.4,80.5,1183,5.99,1.84,1.4266,0.1136,59.66
2026-01-22T08:00:00,25.64,80.6,1159,5.75,1.76,1.3924,0.1148,58.66
2026-01-22T09:00:00,25.45,79.6,1111,5.84,1.78,1.4059,0.1125,57.07
2026-01-22T10:00:00,24.23,76.8,1106,5.8,1.77,1.2783,0.1034,55.0
2026-01-22T11:00:00,24.26,76.2,1077,5.95,1.79,1.4825,0.1027,52.59
2026-01-22T12:00:00,24.39,75.5,999,5.92,1.84,1.1921,0.1023,50.0
2026-01-22T13:00:00,22.93,73.7,956,6.1,1.86,1.6083,0.0938,47.41
2026-01-22T14:00:00,23.6,71.7,924,5.65,1.75,1.4891,0.0939,45.0
2026-01-22T15:00:00,22.35,73.1,862,5.77,1.87,1.3403,0.0907,42.93
2026-01-22T16:00:00,22.77,70.7,812,6.0,1.85,1.3222,0.0895,41.34
2026-01-22T17:00:00,22.14,70.8,828,5.95,1.81,1.6015,0.0871,40.34
2026-01-22T18:00:00,21.67,67.9,785,6.09,1.76,1.4094,0.0818,40.0
2026-01-22T19:00:00,21.74,69.6,801,6.01,1.74,1.5039,0.0841,40.34
2026-01-22T20:00:00,22.28,70.6,811,6.09,1.87,1.331,0.0873,41.34
2026-01-22T21:00:00,22.29,71.1,848,5.99,1.78,1.4552,0.0881,42.93
2026-01-22T22:00:00,22.8,73.0,917,5.93,1.73,1.4345,0.0924,45.0
2026-01-22T23:00:00,24.46,72.6,972,6.13,1.77,1.3613,0.0987,47.41
2026-01-23T00:00:00,24.18,75.3,1017,5.84,1.81,1.3797,0.1011,50.0
2026-01-23T01:00:00,23.85,75.0,1049,6.08,1.74,1.426,0.0994,52.59
2026-01-23T02:00:00,24.41,76.9,1115,6.14,1.82,1.557,0.1043,55.0
2026-01-23T03:00:00,24.61,78.3,1188,6.05,1.77,1.3693,0.1071,57.07
2026-01-23T04:00:00,25.27,80.2,1159,5.93,1.82,1.5194,0.1125,58.66
2026-01-23T05:00:00,25.73,79.9,1234,6.1,1.77,1.4006,0.1143,59.66
2026-01-23T06:00:00,25.41,79.9,1199,5.86,1.78,1.5141,0.1128,60.0
2026-01-23T07:00:00,25.39,78.1,1199,5.88,1.9,1.4923,0.1101,59.66
2026-01-23T08:00:00,25.65,79.4,1200,5.9,1.79,1.4775,0.1131,58.66
2026-01-23T09:00:00,24.94,80.2,1150,5.91,1.83,1.316,0.1111,57.07
2026-01-23T10:00:00,24.42,78.2,1093,6.08,1.82,1.4058,0.106,55.0
2026-01-23T11:00:00,23.76,76.3,1012,6.01,1.82,1.464,0.1008,52.59
2026-01-23T12:00:00,23.97,75.7,1004,5.92,1.76,1.5022,0.1008,50.0
2026-01-23T13:00:00,23.87,72.2,954,6.04,1.75,1.2647,0.0957,47.41
2026-01-23T14:00:00,23.15,72.9,872,6.02,1.76,1.4842,0.0938,45.0
2026-01-23T15:00:00,22.87,72.8,842,5.92,1.88,1.5709,0.0925,42.93
2026-01-23T16:00:00,22.37,70.4,829,5.95,1.82,1.4668,0.0875,41.34
2026-01-23T17:00:00,21.94,68.9,783,5.88,1.72,1.4439,0.084,40.34
2026-01-23T18:00:00,22.4,68.7,808,6.01,1.78,1.528,0.0855,40.0
2026-01-23T19:00:00,22.1,68.8,785,6.09,1.8,1.5694,0.0845,40.34
2026-01-23T20:00:00,22.31,72.2,826,6.05,1.79,1.4433,0.0894,41.34
2026-01-23T21:00:00,22.35,71.2,837,6.09,1.81,1.5392,0.0884,42.93
2026-01-23T22:00:00,21.9,73.7,916,6.0,1.78,1.4245,0.0897,45.0
2026-01-23T23:00:00,23.72,74.9,972,6.13,1.75,1.5787,0.0987,47.41
2026-01-24T00:00:00,25.11,74.3,1033,5.95,1.75,1.3766,0.1036,50.0
2026-01-24T01:00:00,24.31,76.7,1066,6.07,1.83,1.5543,0.1037,52.59
2026-01-24T02:00:00,24.37,77.0,1130,5.82,1.83,1.7059,0.1042,55.0
2026-01-24T03:00:00,25.32,77.6,1148,5.94,1.82,1.559,0.1092,57.07
2026-01-24T04:00:00,25.26,79.3,1170,6.12,1.8,1.5754,0.1112,58.66
2026-01-24T05:00:00,27.1,79.1,1210,5.94,1.78,1.5137,0.1191,59.66
2026-01-24T06:00:00,25.09,81.0,1190,5.92,1.84,1.3251,0.1129,60.0
2026-01-24T07:00:00,26.29,81.3,1175,6.05,1.78,1.5787,0.1188,59.66
2026-01-24T08:00:00,26.76,79.3,1158,5.88,1.82,1.472,0.1179,58.66
2026-01-24T09:00:00,25.28,78.4,1109,5.98,1.84,1.515,0.1101,57.07
2026-01-24T10:00:00,25.01,78.0,1100,5.98,1.74,1.5414,0.1085,55.0
2026-01-24T11:00:00,25.87,76.6,1043,6.03,1.8,1.633,0.11,52.59
2026-01-24T12:00:00,24.2,76.1,1017,6.01,1.85,1.3197,0.1023,50.0
2026-01-24T13:00:00,24.35,73.2,972,6.1,1.77,1.4695,0.099,47.41
2026-01-24T14:00:00,22.75,72.9,893,5.93,1.78,1.5895,0.0922,45.0
2026-01-24T15:00:00,23.06,70.4,865,5.99,1.74,1.6557,0.0902,42.93
2026-01-24T16:00:00,22.08,69.7,828,6.17,1.79,1.4757,0.0855,41.34
2026-01-24T17:00:00,21.42,70.6,795,6.01,1.84,1.4915,0.084,40.34
2026-01-24T18:00:00,21.98,70.0,805,5.87,1.79,1.5888,0.0855,40.0
2026-01-24T19:00:00,21.94,69.8,841,5.9,1.84,1.5339,0.085,40.34
2026-01-24T20:00:00,21.71,71.3,839,6.11,1.74,1.5264,0.086,41.34
2026-01-24T21:00:00,21.94,70.9,877,6.0,1.83,1.5433,0.0864,42.93
2026-01-24T22:00:00,22.75,74.2,921,6.02,1.81,1.5002,0.0938,45.0
2026-01-24T23:00:00,23.73,75.5,964,6.12,1.85,1.5102,0.0995,47.41
2026-01-25T00:00:00,23.59,75.6,1000,6.13,1.83,1.7134,0.099,50.0
2026-01-25T01:00:00,24.48,76.6,1078,5.91,1.83,1.6228,0.1041,52.59
2026-01-25T02:00:00,25.02,77.3,1095,5.9,1.83,1.6739,0.1075,55.0
2026-01-25T03:00:00,25.28,79.7,1125,5.97,1.75,1.3212,0.112,57.07
2026-01-25T04:00:00,25.88,80.4,1141,6.14,1.89,1.5697,0.1157,58.66
2026-01-25T05:00:00,25.15,80.7,1180,5.98,1.8,1.7472,0.1128,59.66
2026-01-25T06:00:00,26.64,79.2,1214,6.11,1.74,1.6145,0.1172,60.0
2026-01-25T07:00:00,26.03,80.3,1212,5.81,1.72,1.5189,0.1161,59.66
2026-01-25T08:00:00,25.47,80.6,1166,6.03,1.82,1.6945,0.1141,58.66
2026-01-25T09:00:00,25.34,78.4,1143,5.87,1.79,1.6309,0.1104,57.07
2026-01-25T10:00:00,24.98,77.5,1088,5.99,1.77,1.5503,0.1075,55.0
2026-01-25T11:00:00,24.56,75.2,1026,5.98,1.76,1.5759,0.1027,52.59
2026-01-25T12:00:00,23.34,75.7,1014,6.09,1.79,1.5332,0.0982,50.0
2026-01-25T13:00:00,23.46,73.0,961,6.03,1.82,1.8191,0.0951,47.41
2026-01-25T14:00:00,23.2,72.3,914,6.04,1.76,1.5559,0.0932,45.0
2026-01-25T15:00:00,22.62,70.6,867,6.05,1.78,1.5732,0.0888,42.93
2026-01-25T16:00:00,21.23,70.3,816,5.93,1.67,1.4968,0.083,41.34
2026-01-25T17:00:00,22.1,72.4,818,6.12,1.71,1.7939,0.0889,40.34
2026-01-25T18:00:00,22.65,68.6,789,5.97,1.9,1.5544,0.0863,40.0
2026-01-25T19:00:00,21.22,69.4,796,5.99,1.85,1.7532,0.0818,40.34
2026-01-25T20:00:00,21.79,69.5,843,5.95,1.8,1.7827,0.0841,41.34
2026-01-25T21:00:00,21.92,70.5,853,5.91,1.81,1.8248,0.0858,42.93
2026-01-25T22:00:00,22.85,71.2,901,5.95,1.8,1.5384,0.0904,45.0
2026-01-25T23:00:00,23.23,73.5,976,6.03,1.84,1.6384,0.0949,47.41
2026-01-26T00:00:00,23.66,74.8,1009,5.83,1.79,1.6701,0.0983,50.0
2026-01-26T01:00:00,25.25,74.4,1067,5.84,1.74,1.6795,0.1044,52.59
2026-01-26T02:00:00,25.75,78.5,1105,6.05,1.88,1.5086,0.1123,55.0
2026-01-26T03:00:00,25.51,80.8,1148,6.17,1.78,1.6711,0.1145,57.07
2026-01-26T04:00:00,25.77,79.4,1158,6.03,1.67,1.8469,0.1137,58.66
2026-01-26T05:00:00,25.99,79.5,1190,5.92,1.87,1.7508,0.1148,59.66
2026-01-26T06:00:00,26.1,81.0,1168,5.99,1.89,1.6125,0.1175,60.0
2026-01-26T07:00:00,25.81,80.4,1201,6.12,1.78,1.7788,0.1154,59.66
2026-01-26T08:00:00,25.06,79.3,1185,6.08,1.84,1.7685,0.1105,58.66
2026-01-26T09:00:00,25.84,78.0,1124,6.12,1.76,1.708,0.1119,57.07
2026-01-26T10:00:00,24.54,77.9,1089,5.95,1.89,1.749,0.1062,55.0
2026-01-26T11:00:00,25.3,76.1,1033,5.93,1.78,1.8213,0.1069,52.59
2026-01-26T12:00:00,23.93,73.9,993,6.04,1.74,1.7582,0.0982,50.0
